,Rk,Player,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Year
10,11,Arnold Mayorga,27.0,0.0,6.5,0.6,1.3,0.471,0.3,0.6,0.563,0.3,0.7,0.389,0.4,0.6,0.706,0.4,0.4,0.7,0.1,0.1,0.1,0.4,0.8,1.9,long island university,2011
11,12,Robinson Odoch Opong,10.0,0.0,3.9,0.6,1.8,0.333,0.3,0.6,0.5,0.3,1.2,0.25,0.0,0.0,,0.3,0.3,0.6,0.2,0.1,0.0,0.4,0.7,1.5,long island university,2011
12,13,Milos Nikolic,9.0,0.0,2.0,0.2,0.7,0.333,0.1,0.3,0.333,0.1,0.3,0.333,0.0,0.0,,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.7,0.6,long island university,2011
13,14,Kurt Joseph,10.0,0.0,2.4,0.1,0.3,0.333,0.1,0.2,0.5,0.0,0.1,0.0,0.1,0.2,0.5,0.1,0.0,0.1,0.1,0.1,0.0,0.6,0.0,0.3,long island university,2011
14,15,Troy Joseph,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,long island university,2011
0,1,Preston Knowles,34.0,33.0,30.1,5.0,13.1,0.379,2.0,5.4,0.373,2.9,7.7,0.383,1.7,2.1,0.808,0.6,3.3,3.9,3.1,1.9,0.2,2.0,2.7,14.6,louisville,2011
1,2,Kyle Kuric,33.0,19.0,28.1,3.9,7.7,0.514,1.8,2.9,0.619,2.1,4.7,0.449,0.8,1.0,0.758,1.4,2.5,3.9,1.2,0.9,0.2,0.8,1.7,10.8,louisville,2011
2,3,Peyton Siva,35.0,35.0,27.9,3.3,7.3,0.445,2.5,4.7,0.543,0.7,2.6,0.272,2.7,3.9,0.681,0.3,2.8,3.1,5.2,2.0,0.2,2.9,2.7,9.9,louisville,2011
3,4,Terrence Jennings,34.0,24.0,23.4,3.8,7.1,0.533,3.8,7.1,0.533,0.0,0.0,,2.0,3.1,0.657,2.4,2.7,5.2,0.7,0.7,1.9,1.1,2.7,9.6,louisville,2011
4,5,Chris Smith,35.0,20.0,26.0,3.3,7.2,0.458,2.2,4.5,0.491,1.1,2.7,0.404,1.7,2.4,0.682,1.5,3.1,4.6,2.5,0.9,0.1,1.7,1.4,9.4,louisville,2011
5,6,Rakeem Buckles,16.0,10.0,18.8,2.4,5.1,0.481,1.8,3.4,0.509,0.7,1.6,0.423,1.2,1.9,0.613,2.3,3.9,6.1,1.5,0.8,0.3,2.3,2.4,6.8,louisville,2011
6,7,Mike Marra,31.0,11.0,20.5,2.0,6.4,0.317,0.6,1.2,0.474,1.5,5.2,0.28,0.8,1.1,0.788,0.5,1.6,2.1,2.0,0.9,0.3,1.2,1.4,6.4,louisville,2011
7,8,Gorgui Dieng,29.0,9.0,15.6,2.3,3.8,0.618,2.3,3.8,0.624,0.0,0.0,0.0,1.0,1.8,0.538,1.8,2.6,4.4,0.7,0.4,1.9,0.9,2.2,5.7,louisville,2011
8,9,George Goode,27.0,2.0,8.0,1.3,2.7,0.473,1.2,2.5,0.485,0.1,0.2,0.333,0.2,0.3,0.714,0.6,0.9,1.4,0.1,0.3,0.4,0.4,1.0,2.9,louisville,2011
9,10,Stephan Van Treese,33.0,12.0,13.3,1.3,1.9,0.698,1.3,1.9,0.698,0.0,0.0,,0.3,0.9,0.31,1.7,1.9,3.5,0.3,0.6,0.2,0.6,1.5,2.9,louisville,2011
10,11,Elisha Justice,29.0,0.0,10.1,0.7,2.0,0.362,0.4,0.9,0.444,0.3,1.1,0.29,0.7,1.2,0.588,0.1,0.9,1.0,1.1,0.4,0.0,0.5,1.2,2.4,louisville,2011
11,12,Russ Smith,17.0,0.0,5.6,0.8,2.4,0.341,0.4,1.4,0.292,0.4,1.0,0.412,0.2,0.3,0.6,0.1,0.4,0.4,0.8,0.8,0.1,0.8,1.0,2.2,louisville,2011
12,13,Tim Henderson,18.0,0.0,3.5,0.4,1.2,0.333,0.3,0.7,0.417,0.1,0.5,0.222,0.1,0.1,0.5,0.2,0.4,0.6,0.3,0.2,0.0,0.2,0.7,0.9,louisville,2011
0,1,Darius Johnson-Odom,37.0,35.0,30.0,5.3,12.2,0.433,3.4,7.0,0.484,1.9,5.3,0.364,3.3,4.6,0.708,0.5,2.5,3.0,2.4,0.8,0.2,2.0,2.5,15.8,marquette,2011
1,2,Jimmy Butler,37.0,35.0,34.6,5.1,10.3,0.49,4.5,8.8,0.515,0.5,1.6,0.345,5.1,6.5,0.783,2.4,3.6,6.1,2.3,1.4,0.4,1.5,1.3,15.7,marquette,2011
2,3,Jae Crowder,37.0,17.0,27.6,4.3,8.8,0.485,3.1,5.6,0.555,1.1,3.2,0.359,2.1,3.4,0.616,2.2,4.5,6.8,1.6,1.3,0.9,0.8,2.3,11.8,marquette,2011
3,4,Dwight Buycks,36.0,29.0,28.1,3.3,7.1,0.461,2.2,4.4,0.491,1.1,2.6,0.411,1.3,1.8,0.682,0.7,2.4,3.1,3.4,1.1,0.1,2.3,1.5,8.8,marquette,2011
4,5,Vander Blue,37.0,12.0,19.0,1.9,4.7,0.394,1.8,4.1,0.433,0.1,0.7,0.16,1.2,2.0,0.608,0.8,2.0,2.8,1.6,0.9,0.2,1.4,1.8,5.1,marquette,2011
5,6,Chris Otule,37.0,35.0,17.6,2.0,3.6,0.553,2.0,3.6,0.553,0.0,0.0,,1.1,1.9,0.583,1.6,2.1,3.6,0.1,0.3,1.5,1.1,2.7,5.1,marquette,2011
6,7,Davante Gardner,33.0,0.0,9.0,1.6,2.8,0.576,1.6,2.8,0.576,0.0,0.0,,1.4,1.8,0.754,1.1,1.2,2.2,0.3,0.1,0.2,0.6,1.4,4.6,marquette,2011
7,8,Junior Cadougan,36.0,5.0,19.8,1.3,3.0,0.422,1.2,2.7,0.458,0.1,0.4,0.154,1.4,2.2,0.638,0.3,1.5,1.8,3.2,0.6,0.1,1.6,1.8,4.0,marquette,2011
8,9,Joe Fulce,29.0,1.0,8.8,1.2,2.6,0.48,1.0,1.9,0.527,0.2,0.7,0.35,0.4,0.4,1.0,0.5,1.6,2.1,0.4,0.2,0.2,0.2,1.2,3.2,marquette,2011
9,10,Erik Williams,24.0,11.0,7.0,1.0,2.0,0.479,1.0,1.9,0.5,0.0,0.1,0.0,0.3,0.4,0.7,0.7,0.9,1.6,0.1,0.2,0.0,0.3,0.7,2.2,marquette,2011
10,11,Jamail Jones,18.0,0.0,6.1,0.5,1.6,0.31,0.3,0.7,0.385,0.2,0.9,0.25,0.3,0.3,1.0,0.4,0.8,1.2,0.2,0.3,0.1,0.5,0.6,1.5,marquette,2011
11,12,Reggie Smith,8.0,5.0,9.9,0.5,1.4,0.364,0.4,0.9,0.429,0.1,0.5,0.25,0.3,0.8,0.333,0.5,1.0,1.5,1.6,1.1,0.3,1.6,0.5,1.4,marquette,2011
12,13,Robert Frozena,14.0,0.0,1.9,0.1,0.6,0.25,0.1,0.4,0.167,0.1,0.1,0.5,0.2,0.3,0.75,0.1,0.1,0.3,0.1,0.1,0.0,0.0,0.2,0.6,marquette,2011
0,1,Will Barton,35.0,25.0,30.6,4.8,11.1,0.428,3.7,6.9,0.527,1.1,4.2,0.265,1.7,2.4,0.699,1.4,3.5,4.9,2.8,1.5,0.5,2.5,2.3,12.3,memphis,2011
1,2,Joe Jackson,35.0,27.0,21.9,3.1,7.3,0.431,2.6,5.5,0.469,0.5,1.7,0.311,3.0,4.2,0.726,0.8,1.3,2.1,3.1,1.0,0.1,3.3,2.2,9.9,memphis,2011
2,3,Tarik Black,35.0,24.0,22.6,3.5,6.6,0.528,3.5,6.6,0.528,0.0,0.0,,2.1,3.6,0.587,2.7,2.3,5.0,0.3,0.8,1.6,1.3,3.2,9.1,memphis,2011
3,4,Wesley Witherspoon,23.0,11.0,22.9,2.7,5.4,0.488,2.0,3.9,0.522,0.6,1.5,0.4,3.1,4.0,0.774,1.3,2.9,4.3,1.0,1.1,0.4,1.8,2.6,9.0,memphis,2011
4,5,Antonio Barton,35.0,12.0,24.6,2.7,5.8,0.463,1.5,3.1,0.481,1.2,2.7,0.442,1.6,2.4,0.679,0.4,2.1,2.5,1.7,0.7,0.2,1.3,1.7,8.2,memphis,2011
5,6,Charles Carmouche,32.0,28.0,24.7,2.3,5.7,0.401,1.2,3.0,0.411,1.1,2.7,0.391,1.8,2.6,0.679,0.6,2.7,3.3,1.7,1.3,0.3,1.3,2.9,7.4,memphis,2011
6,7,Will Coleman,35.0,15.0,19.2,2.8,4.5,0.631,2.8,4.5,0.631,0.0,0.0,,1.4,2.3,0.585,1.3,3.2,4.5,0.3,0.3,0.9,1.1,2.3,7.0,memphis,2011
7,8,Chris Crawford,35.0,19.0,26.3,2.3,7.1,0.329,1.1,2.9,0.373,1.3,4.2,0.299,0.7,0.9,0.742,0.5,2.6,3.1,3.3,1.6,0.4,2.1,1.7,6.6,memphis,2011
8,9,Angel Garcia,9.0,0.0,11.6,1.4,4.2,0.342,0.9,2.4,0.364,0.6,1.8,0.313,2.0,2.3,0.857,0.9,1.8,2.7,0.1,0.2,0.3,0.7,1.3,5.4,memphis,2011
9,10,D.J. Stephens,32.0,4.0,11.2,1.6,2.4,0.641,1.5,2.4,0.645,0.0,0.1,0.5,0.3,0.6,0.55,1.2,1.5,2.6,0.4,0.5,0.8,0.5,1.2,3.5,memphis,2011
10,11,Drew Barham,27.0,10.0,7.0,0.7,2.3,0.295,0.3,0.6,0.438,0.4,1.7,0.244,0.3,0.4,0.7,0.7,0.8,1.5,0.5,0.3,0.1,0.5,1.3,2.0,memphis,2011
11,12,Hippolyte Tsafack,3.0,0.0,5.3,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.3,0.7,0.7,1.0,memphis,2011
12,13,Charles Holt,4.0,0.0,1.3,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.8,memphis,2011
13,14,Trey Draper,3.0,0.0,1.3,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,memphis,2011
14,15,Preston Laird,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,memphis,2011
0,1,Kalin Lucas,34.0,34.0,33.4,5.7,13.3,0.428,4.1,9.3,0.445,1.6,4.0,0.39,4.0,4.9,0.82,0.5,1.7,2.1,3.4,1.0,0.1,2.6,2.1,17.0,michigan state,2011
1,2,Draymond Green,34.0,27.0,30.1,4.3,10.1,0.426,3.2,7.2,0.451,1.1,3.0,0.366,2.9,4.2,0.683,2.5,6.2,8.6,4.1,1.8,1.1,2.3,3.4,12.6,michigan state,2011
2,3,Durrell Summers,34.0,28.0,29.3,4.1,10.6,0.388,2.3,5.5,0.417,1.8,5.1,0.356,1.6,2.3,0.688,1.1,3.2,4.2,0.6,0.6,0.2,1.4,2.1,11.6,michigan state,2011
3,4,Korie Lucious,18.0,0.0,24.4,2.2,6.9,0.312,0.9,2.4,0.364,1.3,4.5,0.284,0.9,1.2,0.762,0.6,1.2,1.7,4.1,0.8,0.2,2.1,1.4,6.5,michigan state,2011
4,5,Keith Appling,34.0,19.0,22.9,2.1,4.9,0.436,1.0,2.1,0.471,1.1,2.8,0.411,1.0,1.1,0.895,0.6,2.3,2.8,1.3,0.6,0.5,1.6,2.2,6.4,michigan state,2011
5,6,Delvon Roe,34.0,23.0,23.6,2.1,4.3,0.483,2.1,4.3,0.483,0.0,0.0,,2.0,3.0,0.65,1.9,3.1,5.0,1.4,0.8,1.2,1.1,3.0,6.1,michigan state,2011
6,7,Garrick Sherman,34.0,17.0,12.1,1.4,2.0,0.696,1.4,2.0,0.696,0.0,0.0,,0.3,0.9,0.367,0.9,1.8,2.7,0.4,0.3,0.4,0.8,1.2,3.1,michigan state,2011
7,8,Derrick Nix,30.0,1.0,8.2,0.9,1.5,0.6,0.9,1.5,0.6,0.0,0.0,,0.9,1.7,0.529,1.0,0.9,2.0,0.3,0.3,0.3,0.7,0.9,2.7,michigan state,2011
8,9,Adreian Payne,34.0,6.0,9.0,1.0,2.1,0.472,1.0,2.1,0.479,0.0,0.0,0.0,0.5,1.0,0.486,0.9,1.4,2.4,0.1,0.3,0.8,0.6,1.2,2.5,michigan state,2011
9,10,Austin Thornton,34.0,6.0,11.1,0.7,2.1,0.338,0.5,1.2,0.45,0.2,0.9,0.194,0.4,0.4,0.933,0.9,1.2,2.1,0.7,0.1,0.1,0.6,1.4,2.0,michigan state,2011
10,11,Mike Kebler,33.0,8.0,10.1,0.6,1.2,0.526,0.6,1.1,0.541,0.0,0.0,0.0,0.3,0.4,0.917,0.2,0.8,1.0,0.5,0.3,0.2,0.3,0.8,1.5,michigan state,2011
11,12,Anthony Ianni,6.0,0.0,1.3,0.2,0.3,0.5,0.2,0.3,0.5,0.0,0.0,,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.5,0.3,michigan state,2011
12,13,Dan Chapman,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,michigan state,2011
13,14,Nick Giard,5.0,0.0,1.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,michigan state,2011
14,15,Matt Heneveld,4.0,0.0,1.8,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,michigan state,2011
0,1,Darius Morris,35.0,34.0,34.8,5.7,11.7,0.489,5.3,9.9,0.533,0.5,1.8,0.25,3.1,4.3,0.715,0.9,3.1,4.0,6.7,1.0,0.0,2.9,2.1,15.0,michigan,2011
1,2,Tim Hardaway,35.0,35.0,30.7,4.5,10.8,0.42,2.4,4.9,0.483,2.2,5.9,0.367,2.6,3.4,0.765,0.8,3.0,3.8,1.7,1.0,0.1,1.3,1.9,13.9,michigan,2011
2,3,Jordan Morgan,35.0,34.0,24.0,4.0,6.4,0.627,4.0,6.4,0.627,0.0,0.0,,1.2,2.1,0.562,2.1,3.3,5.4,0.5,0.6,0.5,1.5,3.2,9.2,michigan,2011
3,4,Zack Novak,35.0,35.0,35.0,2.6,6.9,0.383,0.8,2.0,0.38,1.9,4.8,0.385,1.8,2.2,0.831,0.9,4.9,5.8,1.6,0.6,0.1,0.8,2.4,8.9,michigan,2011
4,5,Stu Douglass,35.0,12.0,30.4,2.8,6.8,0.408,1.3,2.6,0.489,1.5,4.2,0.358,0.1,0.4,0.231,0.5,2.5,3.0,1.7,0.7,0.3,1.2,1.8,7.1,michigan,2011
5,6,Evan Smotrycz,35.0,24.0,17.8,2.2,5.5,0.401,0.9,2.1,0.432,1.3,3.4,0.381,0.6,0.8,0.69,0.7,1.7,2.3,0.7,0.5,0.3,0.9,2.4,6.3,michigan,2011
6,7,Matt Vogrich,34.0,1.0,14.0,1.1,2.7,0.429,0.4,0.9,0.517,0.7,1.8,0.387,0.2,0.4,0.667,0.4,1.2,1.6,0.4,0.3,0.1,0.4,0.9,3.2,michigan,2011
7,8,Jon Horford,29.0,0.0,6.8,0.8,1.6,0.478,0.7,1.3,0.553,0.0,0.3,0.125,0.4,0.6,0.722,0.6,1.4,2.0,0.1,0.0,0.4,0.3,1.4,2.0,michigan,2011
8,9,Blake McLimans,25.0,0.0,5.4,0.5,1.6,0.317,0.5,0.9,0.545,0.0,0.8,0.053,0.1,0.1,1.0,0.4,0.4,0.8,0.2,0.1,0.3,0.1,0.6,1.2,michigan,2011
9,10,Eso Akunne,16.0,0.0,2.5,0.2,0.4,0.429,0.1,0.3,0.5,0.1,0.2,0.333,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.1,0.2,0.4,michigan,2011
10,11,Josh Bartelstein,11.0,0.0,1.7,0.1,0.6,0.143,0.0,0.2,0.0,0.1,0.5,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,michigan,2011
11,12,Corey Person,5.0,0.0,1.8,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.2,0.8,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.2,michigan,2011
12,13,Colton Christian,27.0,0.0,4.7,0.1,0.4,0.182,0.1,0.4,0.182,0.0,0.0,,0.0,0.1,0.0,0.5,0.9,1.3,0.1,0.0,0.0,0.3,0.5,0.1,michigan,2011
13,14,Darrick Ervin,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,michigan,2011
0,1,Marcus Denmon,34.0,32.0,30.4,5.9,11.7,0.5,3.4,6.3,0.544,2.4,5.4,0.448,2.8,3.6,0.758,1.0,2.5,3.5,1.8,1.8,0.1,0.9,1.6,16.9,missouri,2011
1,2,Laurence Bowers,34.0,26.0,24.8,4.6,8.6,0.529,4.6,8.4,0.544,0.0,0.2,0.0,2.5,3.3,0.75,2.5,3.6,6.1,1.4,1.1,1.8,1.4,2.9,11.6,missouri,2011
2,3,Ricardo Ratliffe,34.0,28.0,24.5,4.6,8.0,0.571,4.5,7.6,0.589,0.1,0.4,0.267,1.3,2.0,0.638,2.6,3.4,6.0,1.1,0.2,1.3,1.0,3.2,10.6,missouri,2011
3,4,Michael Dixon,32.0,17.0,22.3,3.1,7.6,0.403,1.9,4.5,0.414,1.2,3.1,0.388,2.9,3.6,0.825,0.7,1.8,2.5,3.5,1.8,0.1,1.8,2.2,10.3,missouri,2011
4,5,Kim English,34.0,29.0,25.6,3.1,8.5,0.366,1.6,4.4,0.365,1.5,4.2,0.366,2.3,3.1,0.726,0.5,2.6,3.1,2.0,1.2,0.3,2.0,1.7,10.0,missouri,2011
5,6,Phil Pressey,30.0,12.0,22.3,2.2,5.6,0.387,1.2,2.8,0.412,1.0,2.8,0.361,1.2,1.5,0.761,0.8,1.4,2.3,3.9,2.0,0.0,2.2,2.1,6.5,missouri,2011
6,7,Justin Safford,34.0,12.0,17.2,2.4,5.9,0.415,2.2,4.9,0.443,0.3,1.0,0.273,1.2,1.6,0.778,1.1,2.6,3.6,0.9,0.2,0.1,1.1,1.7,6.4,missouri,2011
7,8,Matt Pressey,33.0,9.0,17.5,2.0,4.8,0.413,1.6,3.5,0.474,0.4,1.4,0.261,1.4,2.0,0.692,0.5,1.3,1.8,1.6,0.8,0.2,1.4,1.4,5.7,missouri,2011
8,9,Rick Kreklow,32.0,0.0,9.8,0.7,2.0,0.344,0.3,0.6,0.5,0.4,1.4,0.283,0.3,0.5,0.588,0.4,0.9,1.3,0.5,0.6,0.0,0.8,1.2,2.1,missouri,2011
9,10,Steve Moore,34.0,0.0,11.5,0.8,1.3,0.636,0.8,1.1,0.684,0.1,0.2,0.333,0.3,0.5,0.625,0.6,1.7,2.3,0.4,0.3,0.9,0.4,2.5,2.0,missouri,2011
10,11,John Underwood,4.0,0.0,2.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,,0.3,0.5,0.5,0.0,0.3,0.3,0.0,0.0,0.8,0.3,1.3,1.3,missouri,2011
11,12,Jarrett Sutton,13.0,0.0,2.4,0.2,0.8,0.3,0.0,0.1,0.0,0.2,0.7,0.333,0.1,0.2,0.5,0.1,0.2,0.3,0.1,0.2,0.0,0.0,0.2,0.8,missouri,2011
0,1,Kenneth Faried,35.0,34.0,34.7,6.7,10.7,0.623,6.7,10.7,0.623,0.0,0.0,,4.0,6.9,0.577,5.7,8.8,14.5,1.1,1.9,2.3,2.6,3.1,17.3,morehead state,2011
1,2,Demonte Harper,35.0,35.0,33.7,5.7,13.1,0.431,4.1,8.8,0.46,1.6,4.3,0.373,2.5,3.8,0.669,1.3,3.7,5.0,3.4,1.5,0.3,3.9,2.8,15.5,morehead state,2011
2,3,Terrance Hill,35.0,35.0,30.0,3.3,8.4,0.39,1.5,3.4,0.429,1.8,5.0,0.364,2.3,2.9,0.796,0.4,1.9,2.3,1.4,1.4,0.0,2.0,2.1,10.7,morehead state,2011
3,4,Sam Goodman,35.0,21.0,27.1,3.1,6.4,0.48,2.6,5.1,0.511,0.5,1.3,0.356,1.8,2.9,0.614,1.9,2.1,4.0,1.7,1.3,0.2,1.5,2.9,8.3,morehead state,2011
4,5,Ty Proffitt,35.0,35.0,32.0,2.6,6.7,0.386,1.1,2.8,0.402,1.5,3.9,0.375,1.3,1.6,0.855,0.7,1.4,2.1,1.7,0.7,0.0,1.2,1.8,7.9,morehead state,2011
5,6,Drew Kelly,25.0,15.0,18.3,1.8,4.6,0.391,1.6,3.4,0.459,0.2,1.2,0.2,1.1,1.6,0.718,1.3,2.8,4.1,0.7,0.5,0.2,1.5,3.2,5.0,morehead state,2011
6,7,Lamont Austin,33.0,0.0,19.9,0.8,2.6,0.299,0.6,1.5,0.396,0.2,1.2,0.179,1.2,1.5,0.792,0.2,0.8,0.9,1.9,1.0,0.0,1.3,1.8,2.9,morehead state,2011
7,8,Arthur McMillan,26.0,0.0,5.5,0.7,1.2,0.531,0.7,1.2,0.531,0.0,0.0,,0.4,0.5,0.769,0.4,0.8,1.2,0.1,0.1,0.0,0.5,1.0,1.7,morehead state,2011
8,9,Dionte Ferguson,19.0,0.0,3.5,0.3,0.6,0.545,0.3,0.6,0.545,0.0,0.0,,0.4,0.6,0.667,0.3,0.7,0.9,0.0,0.1,0.1,0.3,0.5,1.1,morehead state,2011
9,10,Kevin Gray,17.0,0.0,3.6,0.3,1.1,0.263,0.2,0.4,0.667,0.1,0.8,0.077,0.1,0.1,1.0,0.2,0.1,0.2,0.4,0.2,0.0,0.1,0.4,0.8,morehead state,2011
10,11,Reggie Williams,21.0,0.0,5.1,0.3,1.0,0.333,0.2,0.4,0.444,0.1,0.6,0.25,0.0,0.1,0.0,0.1,0.4,0.5,0.3,0.3,0.0,0.8,0.8,0.8,morehead state,2011
11,12,Romaric Lasme,13.0,0.0,4.8,0.2,0.4,0.4,0.2,0.4,0.4,0.0,0.0,,0.1,0.2,0.5,0.7,0.5,1.2,0.2,0.1,0.2,0.7,0.6,0.4,morehead state,2011
0,1,Tre'Von Willis,29.0,18.0,29.0,4.3,10.0,0.433,2.9,5.6,0.509,1.4,4.3,0.333,3.1,3.7,0.833,1.1,2.4,3.5,3.6,1.6,0.2,2.1,2.4,13.2,nevada las vegas,2011
1,2,Chace Stanback,33.0,33.0,29.3,4.9,10.3,0.478,3.5,6.3,0.55,1.4,3.9,0.362,1.7,2.2,0.803,1.8,4.1,5.9,1.5,1.1,0.6,1.4,2.3,13.0,nevada las vegas,2011
2,3,Oscar Bellfield,33.0,33.0,33.7,3.7,9.9,0.374,1.7,4.6,0.368,2.0,5.3,0.379,1.8,2.2,0.833,0.6,1.8,2.4,3.8,1.1,0.2,2.3,1.7,11.2,nevada las vegas,2011
3,4,Anthony Marshall,33.0,27.0,26.6,3.4,7.3,0.471,3.1,5.5,0.558,0.4,1.8,0.203,2.5,3.6,0.703,1.1,2.9,4.0,3.0,1.3,0.4,1.7,2.4,9.7,nevada las vegas,2011
4,5,Quintrell Thomas,33.0,26.0,15.4,2.4,4.5,0.527,2.4,4.5,0.527,0.0,0.0,,2.0,3.0,0.65,1.9,3.2,5.2,0.3,0.3,0.7,1.2,2.3,6.7,nevada las vegas,2011
5,6,Derrick Jasper,32.0,21.0,22.0,2.0,4.5,0.441,1.7,3.5,0.491,0.3,1.0,0.258,0.9,1.5,0.571,0.8,3.4,4.2,1.8,0.8,0.3,1.3,1.9,5.1,nevada las vegas,2011
6,7,Justin Hawkins,33.0,0.0,18.8,1.7,4.0,0.417,1.5,3.0,0.48,0.2,1.0,0.219,1.5,2.1,0.721,0.7,1.4,2.1,1.1,1.2,0.2,0.7,1.2,5.0,nevada las vegas,2011
7,8,Carlos Lopez-Sosa,33.0,0.0,11.7,1.9,3.6,0.533,1.9,3.6,0.538,0.0,0.0,0.0,0.9,1.8,0.525,1.0,1.8,2.8,0.3,0.5,0.8,0.9,2.0,4.8,nevada las vegas,2011
8,9,Brice Massamba,32.0,7.0,15.0,1.3,2.3,0.597,1.3,2.3,0.597,0.0,0.0,,0.9,1.9,0.475,1.1,1.1,2.2,0.4,0.3,0.3,0.7,3.0,3.6,nevada las vegas,2011
9,10,Karam Mashour,12.0,0.0,7.4,0.9,1.3,0.688,0.8,1.0,0.75,0.2,0.3,0.5,0.3,0.8,0.3,0.1,0.3,0.4,0.3,0.3,0.2,0.6,0.8,2.3,nevada las vegas,2011
10,11,Todd Hanni,2.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,nevada las vegas,2011
11,12,Mychal Martinez,7.0,0.0,2.4,0.3,0.7,0.4,0.3,0.6,0.5,0.0,0.1,0.0,0.0,0.1,0.0,0.4,0.0,0.4,0.1,0.0,0.0,0.6,0.4,0.6,nevada las vegas,2011
12,13,Tyler Norman,7.0,0.0,2.6,0.3,0.6,0.5,0.3,0.6,0.5,0.0,0.0,,0.0,0.1,0.0,0.0,0.4,0.4,0.0,0.1,0.0,0.6,0.0,0.6,nevada las vegas,2011
0,1,Matt Dickey,34.0,34.0,34.2,5.0,11.4,0.434,3.1,6.3,0.486,1.9,5.1,0.371,3.9,4.5,0.851,0.6,3.1,3.7,3.3,1.9,0.0,2.9,2.6,15.7,north carolina asheville,2011
1,2,J.P. Primm,34.0,34.0,33.1,4.3,10.8,0.399,2.7,6.0,0.446,1.6,4.8,0.34,4.4,5.6,0.788,0.8,2.9,3.7,4.5,2.1,0.2,3.1,2.9,14.6,north carolina asheville,2011
2,3,Chris Stephenson,34.0,34.0,25.4,3.5,7.7,0.45,2.9,5.3,0.544,0.6,2.4,0.244,1.7,2.1,0.803,1.3,2.6,3.9,2.0,1.4,0.3,2.2,2.5,9.2,north carolina asheville,2011
3,4,John Williams,27.0,25.0,28.6,3.3,6.7,0.494,3.3,6.6,0.5,0.0,0.1,0.0,2.3,3.7,0.616,1.7,3.6,5.3,1.1,1.1,1.7,1.6,1.9,8.9,north carolina asheville,2011
4,5,Jaron Lane,34.0,4.0,22.1,2.9,6.0,0.493,2.5,4.7,0.531,0.4,1.3,0.349,2.4,3.4,0.692,1.3,1.8,3.1,0.8,0.8,0.5,1.4,1.6,8.7,north carolina asheville,2011
5,6,D.J. Cunningham,26.0,15.0,23.5,3.5,7.7,0.453,3.5,7.7,0.45,0.0,0.0,1.0,1.5,2.4,0.645,2.3,4.8,7.2,0.7,0.7,1.4,1.7,2.9,8.6,north carolina asheville,2011
6,7,Quinard Jackson,34.0,23.0,21.2,2.2,3.8,0.586,2.2,3.8,0.586,0.0,0.0,,0.6,1.8,0.355,1.5,2.1,3.6,1.0,0.6,0.3,1.2,2.9,5.1,north carolina asheville,2011
7,8,Jon Nwannunu,11.0,0.0,12.6,1.9,3.8,0.5,1.9,3.8,0.5,0.0,0.0,,0.6,0.7,0.875,1.8,1.7,3.5,0.2,0.5,0.4,0.4,1.5,4.5,north carolina asheville,2011
